name,subsystem,reaction,formula
"2,3-diaminopropionate transport in via proton symport","Transport, Inner Membrane",23DAPPAt2pp,23dappa_p + h_p --> 23dappa_c + h_c
"2,3-diaminopropionate transport via diffusion","Transport, Outer Membrane Porin",23DAPPAtex,23dappa_e <=> 23dappa_p
"2',3'-cyclic-nucleotide phosphodiesterase (UMP) (periplasm)",Nucleotide Salvage Pathway,23PDE2pp,23cump_p + h2o_p --> 3ump_p + h_p
"2',3'-cyclic-nucleotide phosphodiesterase (CMP) (periplasm)",Nucleotide Salvage Pathway,23PDE4pp,23ccmp_p + h2o_p --> 3cmp_p + h_p
L-tartrate exchange,Extracellular exchange,EX_tartr__L_e,tartr__L_e --> 
Taurine exchange,Extracellular exchange,EX_taur_e,taur_e --> 
Thiocyanate exchange,Extracellular exchange,EX_tcynt_e,tcynt_e --> 
"2',3'-cyclic-nucleotide phosphodiesterase (AMP) (periplasm)",Nucleotide Salvage Pathway,23PDE7pp,23camp_p + h2o_p --> 3amp_p + h_p
"2',3'-cyclic-nucleotide phosphodiesterase (GMP) (periplasm)",Nucleotide Salvage Pathway,23PDE9pp,23cgmp_p + h2o_p --> 3gmp_p + h_p
Doxorubicin exchange,Extracellular exchange,EX_doxrbcn_e,doxrbcn_e --> 
"Meso-2,6-Diaminoheptanedioate transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin",26DAHtex,26dap__M_e <=> 26dap__M_p
2-Acyl-sn-glycero-3-phosphatidate (n-C12:0) transporter via facilitated diffusion (periplasm),"Transport, Inner Membrane",2AGPA120tipp,2ddecg3p_p --> 2ddecg3p_c
Thiamin exchange,Extracellular exchange,EX_thm_e,thm_e --> 
L-Threonine exchange,Extracellular exchange,EX_thr__L_e,thr__L_e --> 
DTMP exchange,Extracellular exchange,EX_dtmp_e,dtmp_e --> 
L-Threonine O-3-phosphate exchange,Extracellular exchange,EX_thrp_e,thrp_e --> 
2-Acyl-sn-glycero-3-phosphatidate (n-C14:0) transporter via facilitated diffusion (periplasm),"Transport, Inner Membrane",2AGPA140tipp,2tdecg3p_p --> 2tdecg3p_c
2-Acyl-sn-glycero-3-phosphatidate (n-C14:1) transporter via facilitated diffusion (periplasm),"Transport, Inner Membrane",2AGPA141tipp,2tdec7eg3p_p --> 2tdec7eg3p_c
Thymine exchange,Extracellular exchange,EX_thym_e,thym_e --> 
DUMP exchange,Extracellular exchange,EX_dump_e,dump_e --> 
Thymidine exchange,Extracellular exchange,EX_thymd_e,thymd_e --> 
2-Acyl-sn-glycero-3-phosphatidate (n-C16:0) transporter via facilitated diffusion (periplasm),"Transport, Inner Membrane",2AGPA160tipp,2hdecg3p_p --> 2hdecg3p_c
2-Acyl-sn-glycero-3-phosphatidate (n-C16:1) transporter via facilitated diffusion (periplasm),"Transport, Inner Membrane",2AGPA161tipp,2hdec9eg3p_p --> 2hdec9eg3p_c
Trimethylamine exchange,Extracellular exchange,EX_tma_e,tma_e --> 
Deoxyuridine exchange,Extracellular exchange,EX_duri_e,duri_e --> 
Trimethylamine N-oxide exchange,Extracellular exchange,EX_tmao_e,tmao_e --> 
Trehalose exchange,Extracellular exchange,EX_tre_e,tre_e --> 
L-Tryptophan exchange,Extracellular exchange,EX_trp__L_e,trp__L_e --> 
2-Acyl-sn-glycero-3-phosphatidate (n-C18:0) transporter via facilitated diffusion (periplasm),"Transport, Inner Membrane",2AGPA180tipp,2odecg3p_p --> 2odecg3p_c
2-Acyl-sn-glycero-3-phosphatidate (n-C18:1) transporter via facilitated diffusion (periplasm),"Transport, Inner Membrane",2AGPA181tipp,2odec11eg3p_p --> 2odec11eg3p_c
2-Acyl-sn-glycero-3-phosphoethanolamine (n-C12:0) transporter via facilitated diffusion (periplasm),"Transport, Inner Membrane",2AGPE120tipp,2agpe120_p --> 2agpe120_c
2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0) transporter via facilitated diffusion (periplasm),"Transport, Inner Membrane",2AGPE140tipp,2agpe140_p --> 2agpe140_c
2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1) transporter via facilitated diffusion (periplasm),"Transport, Inner Membrane",2AGPE141tipp,2agpe141_p --> 2agpe141_c
2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0) transporter via facilitated diffusion (periplasm),"Transport, Inner Membrane",2AGPE160tipp,2agpe160_p --> 2agpe160_c
Thiosulfate exchange,Extracellular exchange,EX_tsul_e,tsul_e --> 
(enterobacterial common antigen)x4 core oligosaccharide lipid A exchange,Extracellular exchange,EX_eca4colipa_e,eca4colipa_e --> 
Tetradecanoate (n-C14:0) exchange,Extracellular exchange,EX_ttdca_e,ttdca_e --> 
2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1) transporter via facilitated diffusion (periplasm),"Transport, Inner Membrane",2AGPE161tipp,2agpe161_p --> 2agpe161_c
2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0) transporter via facilitated diffusion (periplasm),"Transport, Inner Membrane",2AGPE180tipp,2agpe180_p --> 2agpe180_c
2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1) transporter via facilitated diffusion (periplasm),"Transport, Inner Membrane",2AGPE181tipp,2agpe181_p --> 2agpe181_c
2-acyl-glycerophospho-ethanolamine acyltransferase (n-C12:0),Glycerophospholipid Metabolism,2AGPEAT120,2agpe120_c + atp_c + ddca_c --> amp_c + pe120_c + ppi_c
Tetradecenoate (n-C14:1) exchange,Extracellular exchange,EX_ttdcea_e,ttdcea_e --> 
Phosphoethanolamine KDO(2)-lipid (A) exchange,Extracellular exchange,EX_enlipa_e,enlipa_e --> 
2-acyl-glycerophospho-ethanolamine acyltransferase (n-C14:0),Glycerophospholipid Metabolism,2AGPEAT140,2agpe140_c + atp_c + ttdca_c --> amp_c + pe140_c + ppi_c
2-acyl-glycerophospho-ethanolamine acyltransferase (n-C14:1),Glycerophospholipid Metabolism,2AGPEAT141,2agpe141_c + atp_c + ttdcea_c --> amp_c + pe141_c + ppi_c
2-acyl-glycerophospho-ethanolamine acyltransferase (n-C16:0),Glycerophospholipid Metabolism,2AGPEAT160,2agpe160_c + atp_c + hdca_c --> amp_c + pe160_c + ppi_c
Tetracycline exchange,Extracellular exchange,EX_ttrcyc_e,ttrcyc_e --> 
Enterochelin exchange,Extracellular exchange,EX_enter_e,enter_e --> 
2-acyl-glycerophospho-ethanolamine acyltransferase (n-C16:1),Glycerophospholipid Metabolism,2AGPEAT161,2agpe161_c + atp_c + hdcea_c --> amp_c + pe161_c + ppi_c
Ethanolamine exchange,Extracellular exchange,EX_etha_e,etha_e --> 
2-acyl-glycerophospho-ethanolamine acyltransferase (n-C18:0),Glycerophospholipid Metabolism,2AGPEAT180,2agpe180_c + atp_c + ocdca_c --> amp_c + pe180_c + ppi_c
2-acyl-glycerophospho-ethanolamine acyltransferase (n-C18:1),Glycerophospholipid Metabolism,2AGPEAT181,2agpe181_c + atp_c + ocdcea_c --> amp_c + pe181_c + ppi_c
Tungstate exchange,Extracellular exchange,EX_tungs_e,tungs_e <=> 
Tyramine exchange,Extracellular exchange,EX_tym_e,tym_e --> 
2-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0) transporter via facilitated diffusion (periplasm),"Transport, Inner Membrane",2AGPG120tipp,2agpg120_p --> 2agpg120_c
Ethanesulfonate exchange,Extracellular exchange,EX_ethso3_e,ethso3_e --> 
2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0) transporter via facilitated diffusion (periplasm),"Transport, Inner Membrane",2AGPG140tipp,2agpg140_p --> 2agpg140_c
2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1) transporter via facilitated diffusion (periplasm),"Transport, Inner Membrane",2AGPG141tipp,2agpg141_p --> 2agpg141_c
2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0) transporter via facilitated diffusion (periplasm),"Transport, Inner Membrane",2AGPG160tipp,2agpg160_p --> 2agpg160_c
2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1) transporter via facilitated diffusion (periplasm),"Transport, Inner Membrane",2AGPG161tipp,2agpg161_p --> 2agpg161_c
L-Tyrosine exchange,Extracellular exchange,EX_tyr__L_e,tyr__L_e --> 
Phosphotyrosine exchange,Extracellular exchange,EX_tyrp_e,tyrp_e --> 
UDP-N-acetyl-D-glucosamine exchange,Extracellular exchange,EX_uacgam_e,uacgam_e --> 
UDP-N-acetyl-D-galactosamine exchange,Extracellular exchange,EX_udpacgal_e,udpacgal_e --> 
UDPglucose exchange,Extracellular exchange,EX_udpg_e,udpg_e --> 
2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0) transporter via facilitated diffusion (periplasm),"Transport, Inner Membrane",2AGPG180tipp,2agpg180_p --> 2agpg180_c
2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1) transporter via facilitated diffusion (periplasm),"Transport, Inner Membrane",2AGPG181tipp,2agpg181_p --> 2agpg181_c
2-acyl-glycerophospho-glycerol acyltransferase (n-C12:0),Glycerophospholipid Metabolism,2AGPGAT120,2agpg120_c + atp_c + ddca_c --> amp_c + pg120_c + ppi_c
UDPgalactose exchange,Extracellular exchange,EX_udpgal_e,udpgal_e --> 
Ethanol exchange,Extracellular exchange,EX_etoh_e,etoh_e --> 
UDP-D-glucuronate exchange,Extracellular exchange,EX_udpglcur_e,udpglcur_e --> 
2-acyl-glycerophospho-glycerol acyltransferase (n-C14:0),Glycerophospholipid Metabolism,2AGPGAT140,2agpg140_c + atp_c + ttdca_c --> amp_c + pg140_c + ppi_c
2-acyl-glycerophospho-glycerol acyltransferase (n-C14:1),Glycerophospholipid Metabolism,2AGPGAT141,2agpg141_c + atp_c + ttdcea_c --> amp_c + pg141_c + ppi_c
2-acyl-glycerophospho-glycerol acyltransferase (n-C16:0),Glycerophospholipid Metabolism,2AGPGAT160,2agpg160_c + atp_c + hdca_c --> amp_c + pg160_c + ppi_c
2-acyl-glycerophospho-glycerol acyltransferase (n-C16:1),Glycerophospholipid Metabolism,2AGPGAT161,2agpg161_c + atp_c + hdcea_c --> amp_c + pg161_c + ppi_c
UMP exchange,Extracellular exchange,EX_ump_e,ump_e --> 
2-acyl-glycerophospho-glycerol acyltransferase (n-C18:0),Glycerophospholipid Metabolism,2AGPGAT180,2agpg180_c + atp_c + ocdca_c --> amp_c + pg180_c + ppi_c
D-fructose 6-phosphate exchange,Extracellular exchange,EX_f6p_e,f6p_e --> 
2-acyl-glycerophospho-glycerol acyltransferase (n-C18:1),Glycerophospholipid Metabolism,2AGPGAT181,2agpg181_c + atp_c + ocdcea_c --> amp_c + pg181_c + ppi_c
Uracil exchange,Extracellular exchange,EX_ura_e,ura_e --> 
2-Dehydro-L-gulonate reductase to gluconate (NADH),Alternate Carbon Metabolism,2DGULRGx,2dhguln_c + h_c + nadh_c --> glcn_c + nad_c
Urea exchange,Extracellular exchange,EX_urea_e,urea_e --> 
2-Dehydro-L-gulonate reductase to gluconate (NADPH),Alternate Carbon Metabolism,2DGULRGy,2dhguln_c + h_c + nadph_c --> glcn_c + nadp_c
Formaldehyde exchange,Extracellular exchange,EX_fald_e,fald_e --> 
2-dehydro-L-gulonate reductase (NADH),Alternate Carbon Metabolism,2DGULRx,2dhguln_c + h_c + nadh_c --> idon__L_c + nad_c
2-dehydro-L-gulonate reductase (NADPH),Alternate Carbon Metabolism,2DGULRy,2dhguln_c + h_c + nadph_c --> idon__L_c + nadp_c
Uridine exchange,Extracellular exchange,EX_uri_e,uri_e --> 
2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphatase,Cofactor and Prosthetic Group Biosynthesis,2MAHMP,2mahmp_c + h2o_c --> 4ampm_c + h_c + pi_c
Dihydroxyphenylacetaldehyde transport via diffusion (extracellular to periplasm),"Transport, Outer Membrane Porin",34dhpactex,34dhpac_e <=> 34dhpac_p
Fe2+ exchange,Extracellular exchange,EX_fe2_e,fe2_e <=> 
3-aminoacrylate hydrolase,Nucleotide Salvage Pathway,3AMACHYD,3amac_c + h2o_c + h_c --> msa_c + nh4_c
3AMP transport via diffusion (extracellular to periplasm),"Transport, Outer Membrane Porin",3AMPtex,3amp_e <=> 3amp_p
3CMP transport via diffusion (extracellular to periplasm),"Transport, Outer Membrane Porin",3CMPtex,3cmp_e <=> 3cmp_p
3GMP transport via diffusion (extracellular to periplasm),"Transport, Outer Membrane Porin",3GMPtex,3gmp_e <=> 3gmp_p
Fe3+ exchange,Extracellular exchange,EX_fe3_e,fe3_e <=> 
3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C10:0),Cell Envelope Biosynthesis,3HAD100,3hdecACP_c --> h2o_c + tdec2eACP_c
Fe(III)dicitrate exchange,Extracellular exchange,EX_fe3dcit_e,fe3dcit_e --> 
3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:0),Cell Envelope Biosynthesis,3HAD120,3hddecACP_c --> h2o_c + tddec2eACP_c
5'-deoxyadenosine nuclosidase,Cofactor and Prosthetic Group Biosynthesis,5DOAN,dad_5_c + h2o_c --> 5drib_c + ade_c
"Ferric 2,3-dihydroxybenzoylserine exchange",Extracellular exchange,EX_fe3dhbzs_e,fe3dhbzs_e --> 
5-Methylthio-D-ribose transport via proton diffusion (extracellular to periplasm),"Transport, Outer Membrane Porin",5MTRtex,5mtr_e <=> 5mtr_p
5-Methylthio-D-ribose transport via proton symport (periplasm),"Transport, Inner Membrane",5MTRtpp,5mtr_c + h_c --> 5mtr_p + h_p
3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:1),Cell Envelope Biosynthesis,3HAD121,3hcddec5eACP_c --> h2o_c + t3c5ddeceACP_c
3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C14:0),Cell Envelope Biosynthesis,3HAD140,3hmrsACP_c --> h2o_c + tmrs2eACP_c
Arabinose-5-phosphate isomerase,Alternate Carbon Metabolism,A5PISO,ru5p__D_c <=> ara5p_c
Fe(III)hydroxamate exchange,Extracellular exchange,EX_fe3hox_e,fe3hox_e --> 
Acyl-[acyl-carrier-protein] synthetase (n-C14:0),Cell Envelope Biosynthesis,AACPS1,ACP_c + atp_c + ttdca_c --> amp_c + myrsACP_c + ppi_c
Acyl-[acyl-carrier-protein] synthetase  (n-C14:1),Cell Envelope Biosynthesis,AACPS2,ACP_c + atp_c + ttdcea_c --> amp_c + ppi_c + tdeACP_c
3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C14:1),Cell Envelope Biosynthesis,3HAD141,3hcmrs7eACP_c --> h2o_c + t3c7mrseACP_c
"Fe(III)hydoxamate, unloaded exchange",Extracellular exchange,EX_fe3hox_un_e,fe3hox_un_e --> 
Acyl-[acyl-carrier-protein] synthetase  (n-C16:0),Cell Envelope Biosynthesis,AACPS3,ACP_c + atp_c + hdca_c --> amp_c + palmACP_c + ppi_c
Acyl-[acyl-carrier-protein] synthetase  (n-C16:1),Cell Envelope Biosynthesis,AACPS4,ACP_c + atp_c + hdcea_c --> amp_c + hdeACP_c + ppi_c
Acyl-[acyl-carrier-protein] synthetase  (n-C18:1),Cell Envelope Biosynthesis,AACPS5,ACP_c + atp_c + ocdcea_c --> amp_c + octeACP_c + ppi_c
3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C16:0),Cell Envelope Biosynthesis,3HAD160,3hpalmACP_c --> h2o_c + tpalm2eACP_c
Acyl-[acyl-carrier-protein] synthetase  (n-C18:0),Cell Envelope Biosynthesis,AACPS6,ACP_c + atp_c + ocdca_c --> amp_c + ocdcaACP_c + ppi_c
Ferrichrome exchange,Extracellular exchange,EX_fecrm_e,fecrm_e --> 
Acyl-[acyl-carrier-protein] synthetase  (n-C12:0),Cell Envelope Biosynthesis,AACPS7,ACP_c + atp_c + ddca_c --> amp_c + ddcaACP_c + ppi_c
3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C16:1),Cell Envelope Biosynthesis,3HAD161,3hcpalm9eACP_c --> h2o_c + t3c9palmeACP_c
Acyl-[acyl-carrier-protein] synthetase  (n-C10:0),Cell Envelope Biosynthesis,AACPS8,ACP_c + atp_c + dca_c --> amp_c + dcaACP_c + ppi_c
Ferrichrome minus Fe(III) exchange,Extracellular exchange,EX_fecrm_un_e,fecrm_un_e --> 
Acyl-[acyl-carrier-protein] synthetase  (n-C8:0),Cell Envelope Biosynthesis,AACPS9,ACP_c + atp_c + octa_c --> amp_c + ocACP_c + ppi_c
3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C18:0),Cell Envelope Biosynthesis,3HAD180,3hoctaACP_c --> h2o_c + toctd2eACP_c
3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C18:1),Cell Envelope Biosynthesis,3HAD181,3hcvac11eACP_c --> h2o_c + t3c11vaceACP_c
Aminoacetone:oxygen oxidoreductase(deaminating)(flavin-containing),Methylglyoxal Metabolism,AACTOOR,aact_c + h2o_c + o2_c --> h2o2_c + mthgxl_c + nh4_c
"DTDP-N-4-acetamido-4,6-dideoxy-D-galactose transferase",Cell Envelope Biosynthesis,AADDGT,dtdp4aaddg_c + unagamu_c --> dtdp_c + h_c + unagamuf_c
Alpha-amylase,Alternate Carbon Metabolism,AAMYL,14glucan_c --> malthx_c
Alpha-amylase (periplasm),Alternate Carbon Metabolism,AAMYLpp,14glucan_p --> malthx_p
Arbutin 6-phosphate glucohydrolase,Alternate Carbon Metabolism,AB6PGH,arbt6p_c + h2o_c --> g6p_c + hqn_c
4-aminobutyrate transaminase,Arginine and Proline Metabolism,ABTA,4abut_c + akg_c --> glu__L_c + sucsal_c
Aminobutyraldehyde dehydrogenase,Arginine and Proline Metabolism,ABUTD,4abutn_c + h2o_c + nad_c --> 4abut_c + 2.0 h_c + nadh_c
3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C4:0),Cell Envelope Biosynthesis,3HAD40,3haACP_c --> but2eACP_c + h2o_c
3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C6:0),Cell Envelope Biosynthesis,3HAD60,3hhexACP_c --> h2o_c + thex2eACP_c
3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C8:0),Cell Envelope Biosynthesis,3HAD80,3hoctACP_c --> h2o_c + toct2eACP_c
3-hydroxycinnamate hydroxylase,Alternate Carbon Metabolism,3HCINNMH,3hcinnm_c + h_c + nadh_c + o2_c --> dhcinnm_c + h2o_c + nad_c
3-(3-hydroxy-phenyl)propionate hydroxylase,Alternate Carbon Metabolism,3HPPPNH,3hpppn_c + h_c + nadh_c + o2_c --> dhpppn_c + h2o_c + nad_c
4-aminobutyrate transport in via proton symport (periplasm),"Transport, Inner Membrane",ABUTt2pp,4abut_p + h_p --> 4abut_c + h_c
Fe-enterobactin exchange,Extracellular exchange,EX_feenter_e,feenter_e --> 
4-aminobutyrate transport via diffusion (extracellular to periplasm),"Transport, Outer Membrane Porin",ABUTtex,4abut_e <=> 4abut_p
3-hydroxypropionate transport via diffusion (extracellular to periplasm),"Transport, Outer Membrane Porin",3HPPtex,3hpp_e <=> 3hpp_p
3-hydroxypropionate transport via proton symport (periplasm),"Transport, Inner Membrane",3HPPtpp,3hpp_c + h_c --> 3hpp_p + h_p
Acetyl-CoA:acetoacetyl-CoA transferase,Alternate Carbon Metabolism,ACACCT,acac_c + accoa_c --> aacoa_c + ac_c
Acetyl-CoA C-acetyltransferase,Membrane Lipid Metabolism,ACACT1r,2.0 accoa_c <=> aacoa_c + coa_c
3-keto-L-gulonate kinase,Alternate Carbon Metabolism,3KGK,3dhguln_c + atp_c --> 3dhgulnp_c + adp_c + h_c
Acetyl-CoA C-acyltransferase (butanoyl-CoA) (r),Membrane Lipid Metabolism,ACACT2r,accoa_c + btcoa_c <=> 3ohcoa_c + coa_c
Ferroxamine exchange,Extracellular exchange,EX_feoxam_e,feoxam_e --> 
Acetyl-CoA C-acyltransferase (hexanoyl-CoA) (r),Membrane Lipid Metabolism,ACACT3r,accoa_c + hxcoa_c <=> 3oocoa_c + coa_c
Acetyl-CoA C-acyltransferase (octanoyl-CoA) (r),Membrane Lipid Metabolism,ACACT4r,accoa_c + occoa_c <=> 3odcoa_c + coa_c
3'-nucleotidase (UMP) (periplasm),Nucleotide Salvage Pathway,3NTD2pp,3ump_p + h2o_p --> pi_p + uri_p
3'-nucleotidase (CMP) (periplasm),Nucleotide Salvage Pathway,3NTD4pp,3cmp_p + h2o_p --> cytd_p + pi_p
Ferroxamine minus Fe(3) exchange,Extracellular exchange,EX_feoxam_un_e,feoxam_un_e --> 
Acetyl-CoA C-acyltransferase (decanoyl-CoA) (r),Membrane Lipid Metabolism,ACACT5r,accoa_c + dcacoa_c <=> 3oddcoa_c + coa_c
Formate exchange,Extracellular exchange,EX_for_e,for_e --> 
Acetyl-CoA C-acyltransferase (dodecanoyl-CoA) (r),Membrane Lipid Metabolism,ACACT6r,accoa_c + ddcacoa_c <=> 3otdcoa_c + coa_c
3'-nucleotidase (AMP) (periplasm),Nucleotide Salvage Pathway,3NTD7pp,3amp_p + h2o_p --> adn_p + pi_p
3'-nucleotidase (GMP) (periplasm),Nucleotide Salvage Pathway,3NTD9pp,3gmp_p + h2o_p --> gsn_p + pi_p
D-Fructose exchange,Extracellular exchange,EX_fru_e,fru_e --> 
3-oxoacyl-[acyl-carrier-protein] reductase (n-C10:0),Cell Envelope Biosynthesis,3OAR100,3odecACP_c + h_c + nadph_c <=> 3hdecACP_c + nadp_c
Acetyl-CoA C-acyltransferase (tetradecanoyl-CoA) (r),Membrane Lipid Metabolism,ACACT7r,accoa_c + tdcoa_c <=> 3ohdcoa_c + coa_c
Fructoselysine exchange,Extracellular exchange,EX_frulys_e,frulys_e --> 
"Acetyl-CoA acyltransferase (hexadecanoyl-CoA), (r)",Membrane Lipid Metabolism,ACACT8r,3ohodcoa_c + coa_c <=> accoa_c + pmtcoa_c
Acetoacetate transport via proton symport  (periplasm),"Transport, Inner Membrane",ACACt2pp,acac_p + h_p <=> acac_c + h_c
Acetoacetate transport via diffusion (extracellular to periplasm),"Transport, Outer Membrane Porin",ACACtex,acac_e <=> acac_p
3-oxoacyl-[acyl-carrier-protein] reductase (n-C12:0),Cell Envelope Biosynthesis,3OAR120,3oddecACP_c + h_c + nadph_c <=> 3hddecACP_c + nadp_c
3-oxoacyl-[acyl-carrier-protein] reductase (n-C12:1),Cell Envelope Biosynthesis,3OAR121,3ocddec5eACP_c + h_c + nadph_c --> 3hcddec5eACP_c + nadp_c
3-oxoacyl-[acyl-carrier-protein] reductase (n-C14:0),Cell Envelope Biosynthesis,3OAR140,3omrsACP_c + h_c + nadph_c <=> 3hmrsACP_c + nadp_c
Acetaldehyde dehydrogenase (acetylating),Pyruvate Metabolism,ACALD,acald_c + coa_c + nad_c <=> accoa_c + h_c + nadh_c
3-oxoacyl-[acyl-carrier-protein] reductase (n-C14:1),Cell Envelope Biosynthesis,3OAR141,3ocmrs7eACP_c + h_c + nadph_c --> 3hcmrs7eACP_c + nadp_c
D-Fructuronate exchange,Extracellular exchange,EX_fruur_e,fruur_e --> 
3-oxoacyl-[acyl-carrier-protein] reductase (n-C16:0),Cell Envelope Biosynthesis,3OAR160,3opalmACP_c + h_c + nadph_c <=> 3hpalmACP_c + nadp_c
Acetaldehyde transport via diffusion (extracellular to periplasm),"Transport, Outer Membrane Porin",ACALDtex,acald_e <=> acald_p
L-Fucose exchange,Extracellular exchange,EX_fuc__L_e,fuc__L_e --> 
3-oxoacyl-[acyl-carrier-protein] reductase (n-C16:1),Cell Envelope Biosynthesis,3OAR161,3ocpalm9eACP_c + h_c + nadph_c --> 3hcpalm9eACP_c + nadp_c
Fumarate exchange,Extracellular exchange,EX_fum_e,fum_e --> 
Acetaldehyde reversible transport (periplasm),"Transport, Inner Membrane",ACALDtpp,acald_p <=> acald_c
3-oxoacyl-[acyl-carrier-protein] reductase (n-C18:0),Cell Envelope Biosynthesis,3OAR180,3ooctdACP_c + h_c + nadph_c <=> 3hoctaACP_c + nadp_c
Fusidic acid exchange,Extracellular exchange,EX_fusa_e,fusa_e --> 
Acetyl-CoA:anthranilate acetyltransferase,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",ACANTHAT,accoa_c + anth_c --> acanth_c + coa_c
3-oxoacyl-[acyl-carrier-protein] reductase (n-C18:1),Cell Envelope Biosynthesis,3OAR181,3ocvac11eACP_c + h_c + nadph_c --> 3hcvac11eACP_c + nadp_c
Adenosyl cobinamide phosphate guanyltransferase,Cofactor and Prosthetic Group Biosynthesis,ACBIPGT,adocbip_c + gtp_c + h_c --> agdpcbi_c + ppi_c
D-Glucose 1-phosphate exchange,Extracellular exchange,EX_g1p_e,g1p_e --> 
Acetyl-CoA carboxylase,Membrane Lipid Metabolism,ACCOAC,accoa_c + atp_c + hco3_c --> adp_c + h_c + malcoa_c + pi_c
3-oxoacyl-[acyl-carrier-protein] reductase (n-C4:0),Cell Envelope Biosynthesis,3OAR40,actACP_c + h_c + nadph_c <=> 3haACP_c + nadp_c
